"applicant_id","dept","gender","admit"
1930,"E","Male","Admitted"
1931,"C","Male","Admitted"
1932,"B","Male","Admitted"
1933,"A","Male","Admitted"
1934,"B","Male","Rejected"
1935,"C","Male","Admitted"
1936,"B","Male","Admitted"
1937,"D","Male","Rejected"
1938,"C","Female","Rejected"
1939,"C","Female","Admitted"
1940,"D","Female","Rejected"
1941,"A","Male","Admitted"
1942,"F","Male","Rejected"
1943,"A","Male","Rejected"
1944,"E","Female","Admitted"
1945,"B","Male","Admitted"
1946,"A","Male","Rejected"
1947,"C","Male","Rejected"
1948,"A","Male","Admitted"
1949,"F","Male","Rejected"
1950,"A","Male","Admitted"
1951,"D","Male","Rejected"
1952,"F","Male","Rejected"
1953,"F","Male","Rejected"
1954,"C","Male","Rejected"
1955,"D","Female","Rejected"
1956,"D","Female","Rejected"
1957,"A","Male","Admitted"
1958,"F","Male","Rejected"
1959,"B","Female","Rejected"
1960,"E","Female","Rejected"
1961,"A","Male","Admitted"
1962,"A","Male","Admitted"
1963,"E","Female","Rejected"
1964,"E","Female","Rejected"
1965,"D","Female","Rejected"
1966,"F","Male","Rejected"
1967,"A","Male","Admitted"
1968,"A","Male","Admitted"
1969,"A","Male","Admitted"
1970,"C","Female","Admitted"
1971,"E","Female","Rejected"
1972,"A","Male","Admitted"
1973,"D","Female","Rejected"
1974,"F","Female","Admitted"
1975,"E","Female","Rejected"
1976,"C","Female","Rejected"
1977,"F","Male","Rejected"
1978,"D","Male","Admitted"
1979,"C","Female","Admitted"
1980,"C","Female","Admitted"
1981,"C","Female","Rejected"
1982,"A","Male","Admitted"
1983,"A","Male","Admitted"
1984,"C","Female","Rejected"
1985,"C","Female","Admitted"
1986,"E","Female","Rejected"
1987,"F","Female","Rejected"
1988,"B","Male","Rejected"
1989,"D","Female","Admitted"
1990,"C","Female","Admitted"
1991,"C","Female","Rejected"
1992,"D","Female","Admitted"
1993,"D","Male","Admitted"
1994,"D","Female","Rejected"
1995,"C","Female","Admitted"
1996,"C","Female","Admitted"
1997,"C","Female","Rejected"
1998,"A","Male","Admitted"
1999,"E","Female","Rejected"
2000,"E","Female","Admitted"
2001,"F","Male","Rejected"
2002,"D","Male","Admitted"
2003,"F","Male","Rejected"
2004,"D","Male","Rejected"
2005,"E","Female","Admitted"
2006,"F","Female","Admitted"
2007,"F","Male","Rejected"
2008,"F","Male","Rejected"
2009,"F","Female","Rejected"
2010,"C","Male","Rejected"
2011,"E","Female","Rejected"
2012,"A","Male","Admitted"
2013,"F","Male","Rejected"
2014,"A","Male","Rejected"
2015,"E","Male","Admitted"
2016,"A","Male","Admitted"
2017,"A","Male","Admitted"
2018,"C","Female","Rejected"
2019,"B","Male","Rejected"
2020,"F","Male","Rejected"
2021,"E","Female","Rejected"
2022,"F","Female","Rejected"
2023,"C","Male","Rejected"
2024,"D","Male","Admitted"
2025,"B","Male","Rejected"
2026,"E","Female","Admitted"
2027,"B","Male","Admitted"
2028,"A","Male","Admitted"
2029,"C","Male","Admitted"
2030,"A","Male","Admitted"
2031,"A","Male","Admitted"
2032,"B","Male","Rejected"
2033,"C","Female","Admitted"
2034,"A","Male","Admitted"
2035,"F","Female","Rejected"
2036,"B","Male","Admitted"
2037,"C","Female","Rejected"
2038,"C","Male","Rejected"
2039,"F","Female","Rejected"
2040,"B","Female","Admitted"
2041,"C","Female","Rejected"
2042,"C","Male","Rejected"
2043,"C","Male","Admitted"
2044,"F","Female","Rejected"
2045,"D","Female","Admitted"
2046,"A","Male","Admitted"
2047,"D","Male","Rejected"
2048,"B","Male","Admitted"
2049,"C","Female","Rejected"
2050,"A","Male","Admitted"
2051,"C","Male","Rejected"
2052,"D","Female","Rejected"
2053,"A","Male","Rejected"
2054,"A","Male","Rejected"
2055,"C","Female","Admitted"
2056,"F","Male","Rejected"
2057,"C","Female","Rejected"
2058,"E","Female","Rejected"
2059,"E","Male","Admitted"
2060,"D","Male","Admitted"
2061,"C","Female","Rejected"
2062,"C","Female","Admitted"
2063,"E","Female","Rejected"
2064,"F","Female","Rejected"
2065,"D","Male","Rejected"
2066,"D","Female","Admitted"
2067,"C","Male","Rejected"
2068,"C","Male","Rejected"
2069,"B","Male","Admitted"
2070,"F","Male","Rejected"
2071,"E","Male","Admitted"
2072,"A","Male","Admitted"
2073,"C","Female","Rejected"
2074,"C","Female","Rejected"
2075,"F","Female","Rejected"
2076,"A","Male","Rejected"
2077,"B","Male","Rejected"
2078,"E","Female","Rejected"
2079,"E","Female","Rejected"
2080,"A","Male","Rejected"
2081,"A","Male","Admitted"
2082,"F","Male","Rejected"
2083,"B","Male","Admitted"
2084,"A","Male","Admitted"
2085,"A","Male","Admitted"
2086,"D","Male","Rejected"
2087,"A","Male","Rejected"
2088,"C","Female","Admitted"
2089,"D","Male","Rejected"
2090,"F","Male","Rejected"
2091,"D","Male","Admitted"
2092,"C","Female","Admitted"
2093,"C","Female","Rejected"
2094,"C","Female","Admitted"
2095,"F","Female","Rejected"
2096,"A","Male","Admitted"
2097,"F","Female","Rejected"
2098,"D","Male","Admitted"
2099,"E","Male","Admitted"
2100,"F","Female","Rejected"
2101,"B","Female","Admitted"
2102,"D","Female","Admitted"
2103,"B","Male","Rejected"
2104,"F","Male","Rejected"
2105,"C","Male","Rejected"
2106,"C","Female","Admitted"
2107,"A","Male","Rejected"
2108,"D","Male","Admitted"
2109,"A","Male","Rejected"
2110,"C","Female","Rejected"
2111,"C","Female","Rejected"
2112,"C","Female","Admitted"
2113,"A","Male","Admitted"
2114,"B","Male","Rejected"
2115,"A","Female","Admitted"
2116,"B","Male","Admitted"
2117,"F","Female","Rejected"
2118,"F","Male","Rejected"
2119,"C","Female","Rejected"
2120,"D","Male","Admitted"
2121,"A","Male","Admitted"
2122,"D","Female","Rejected"
2123,"B","Male","Rejected"
2124,"D","Male","Rejected"
2125,"B","Male","Rejected"
2126,"A","Male","Rejected"
2127,"B","Male","Rejected"
2128,"D","Male","Rejected"
2129,"A","Male","Admitted"
2130,"D","Female","Admitted"
2131,"D","Male","Rejected"
2132,"C","Female","Admitted"
2133,"E","Female","Rejected"
2134,"A","Male","Admitted"
2135,"A","Male","Admitted"
2136,"E","Female","Admitted"
2137,"F","Female","Admitted"
2138,"A","Male","Admitted"
2139,"B","Male","Admitted"
2140,"A","Male","Admitted"
2141,"B","Male","Admitted"
2142,"E","Female","Rejected"
2143,"A","Male","Rejected"
2144,"F","Female","Rejected"
2145,"B","Male","Admitted"
2146,"A","Male","Admitted"
2147,"D","Female","Admitted"
2148,"D","Male","Rejected"
2149,"F","Male","Rejected"
2150,"F","Female","Rejected"
2151,"D","Female","Admitted"
2152,"B","Male","Rejected"
2153,"E","Female","Rejected"
2154,"D","Male","Rejected"
2155,"A","Female","Admitted"
2156,"D","Male","Rejected"
2157,"E","Female","Rejected"
2158,"D","Male","Rejected"
2159,"C","Female","Rejected"
2160,"F","Female","Rejected"
2161,"C","Female","Rejected"
2162,"E","Female","Rejected"
2163,"B","Male","Rejected"
2164,"C","Female","Rejected"
2165,"F","Female","Rejected"
2166,"D","Male","Rejected"
2167,"B","Male","Admitted"
2168,"A","Male","Admitted"
2169,"F","Male","Rejected"
2170,"D","Male","Admitted"
2171,"C","Male","Admitted"
2172,"F","Male","Rejected"
2173,"A","Male","Rejected"
2174,"B","Male","Admitted"
2175,"E","Female","Rejected"
2176,"E","Female","Rejected"
2177,"C","Female","Admitted"
2178,"F","Female","Rejected"
2179,"A","Male","Rejected"
2180,"F","Female","Rejected"
2181,"F","Female","Rejected"
2182,"E","Female","Admitted"
2183,"E","Female","Rejected"
2184,"A","Male","Admitted"
2185,"B","Male","Rejected"
2186,"D","Male","Rejected"
2187,"A","Male","Admitted"
2188,"A","Male","Admitted"
2189,"C","Female","Admitted"
2190,"B","Male","Admitted"
2191,"C","Male","Rejected"
2192,"E","Male","Admitted"
2193,"D","Male","Rejected"
2194,"A","Female","Rejected"
2195,"D","Male","Rejected"
2196,"A","Male","Admitted"
2197,"A","Male","Rejected"
2198,"A","Male","Admitted"
2199,"A","Male","Rejected"
2200,"B","Male","Admitted"
2201,"B","Male","Admitted"
2202,"A","Male","Admitted"
2203,"C","Female","Admitted"
2204,"F","Male","Rejected"
2205,"D","Male","Admitted"
2206,"F","Female","Rejected"
2207,"D","Male","Rejected"
2208,"F","Male","Rejected"
2209,"B","Male","Admitted"
2210,"E","Male","Admitted"
2211,"D","Male","Admitted"
2212,"D","Female","Admitted"
2213,"E","Male","Admitted"
2214,"C","Male","Admitted"
2215,"C","Male","Admitted"
2216,"F","Male","Rejected"
2217,"E","Female","Rejected"
2218,"A","Male","Admitted"
2219,"D","Female","Rejected"
2220,"D","Female","Admitted"
2221,"C","Female","Rejected"
2222,"D","Male","Rejected"
2223,"D","Male","Admitted"
2224,"B","Male","Rejected"
2225,"B","Male","Admitted"
2226,"C","Male","Admitted"
2227,"E","Male","Rejected"
2228,"A","Male","Admitted"
2229,"E","Male","Rejected"
2230,"C","Female","Rejected"
2231,"C","Male","Admitted"
2232,"A","Male","Admitted"
2233,"C","Female","Rejected"
2234,"F","Male","Rejected"
2235,"A","Male","Admitted"
2236,"A","Male","Admitted"
2237,"B","Male","Admitted"
2238,"B","Male","Admitted"
2239,"A","Male","Admitted"
2240,"D","Male","Rejected"
2241,"A","Male","Admitted"
2242,"D","Female","Rejected"
2243,"E","Male","Admitted"
2244,"E","Male","Rejected"
2245,"B","Male","Admitted"
2246,"A","Male","Admitted"
2247,"F","Female","Rejected"
2248,"D","Female","Rejected"
2249,"D","Female","Admitted"
2250,"A","Male","Admitted"
2251,"C","Female","Rejected"
2252,"F","Male","Rejected"
2253,"B","Male","Rejected"
2254,"E","Female","Rejected"
2255,"C","Male","Rejected"
2256,"B","Male","Admitted"
2257,"D","Male","Rejected"
2258,"F","Male","Rejected"
2259,"B","Female","Admitted"
2260,"F","Female","Rejected"
2261,"C","Female","Rejected"
2262,"F","Male","Rejected"
2263,"E","Male","Rejected"
2264,"D","Male","Rejected"
2265,"F","Female","Rejected"
2266,"F","Male","Rejected"
2267,"D","Male","Admitted"
2268,"E","Female","Rejected"
2269,"A","Male","Admitted"
2270,"A","Male","Rejected"
2271,"E","Female","Rejected"
2272,"C","Female","Rejected"
2273,"D","Female","Admitted"
2274,"C","Male","Rejected"
2275,"A","Male","Rejected"
2276,"A","Male","Rejected"
2277,"C","Female","Rejected"
2278,"B","Male","Rejected"
2279,"C","Male","Admitted"
2280,"C","Female","Admitted"
2281,"B","Male","Admitted"
2282,"D","Female","Rejected"
2283,"C","Male","Admitted"
2284,"F","Female","Rejected"
2285,"C","Female","Rejected"
2286,"C","Male","Admitted"
2287,"E","Female","Rejected"
2288,"D","Male","Admitted"
2289,"E","Female","Rejected"
2290,"D","Male","Rejected"
2291,"E","Female","Rejected"
2292,"C","Female","Admitted"
2293,"F","Female","Rejected"
2294,"A","Male","Rejected"
2295,"A","Male","Rejected"
2296,"B","Male","Admitted"
2297,"A","Male","Rejected"
2298,"D","Male","Admitted"
2299,"D","Male","Admitted"
2300,"D","Male","Rejected"
2301,"F","Female","Rejected"
2302,"B","Male","Admitted"
2303,"D","Female","Rejected"
2304,"E","Male","Rejected"
2305,"F","Male","Rejected"
2306,"C","Female","Rejected"
2307,"A","Male","Rejected"
2308,"B","Male","Admitted"
2309,"A","Male","Admitted"
2310,"A","Female","Admitted"
2311,"C","Female","Rejected"
2312,"F","Female","Rejected"
2313,"B","Male","Admitted"
2314,"E","Male","Rejected"
2315,"A","Male","Admitted"
2316,"F","Female","Rejected"
2317,"C","Female","Rejected"
2318,"A","Male","Admitted"
2319,"E","Female","Rejected"
2320,"F","Female","Rejected"
2321,"A","Male","Rejected"
2322,"D","Male","Rejected"
2323,"E","Male","Rejected"
2324,"F","Male","Rejected"
2325,"E","Female","Rejected"
2326,"E","Male","Rejected"
2327,"D","Female","Rejected"
2328,"D","Male","Rejected"
2329,"B","Male","Rejected"
2330,"B","Male","Admitted"
2331,"C","Female","Rejected"
2332,"D","Male","Rejected"
2333,"A","Male","Rejected"
2334,"D","Female","Admitted"
2335,"D","Female","Admitted"
2336,"A","Male","Admitted"
2337,"C","Male","Admitted"
2338,"C","Male","Rejected"
2339,"A","Male","Admitted"
2340,"D","Male","Rejected"
2341,"F","Female","Admitted"
2342,"B","Male","Admitted"
2343,"C","Male","Rejected"
2344,"D","Female","Rejected"
2345,"B","Male","Admitted"
2346,"D","Female","Admitted"
2347,"C","Female","Admitted"
2348,"C","Female","Rejected"
2349,"D","Female","Rejected"
2350,"C","Male","Rejected"
2351,"F","Male","Rejected"
2352,"A","Male","Rejected"
2353,"C","Female","Admitted"
2354,"A","Male","Admitted"
2355,"F","Female","Rejected"
2356,"D","Female","Admitted"
2357,"E","Male","Rejected"
2358,"B","Male","Admitted"
2359,"E","Male","Rejected"
2360,"E","Male","Rejected"
2361,"C","Female","Rejected"
2362,"B","Male","Admitted"
2363,"D","Female","Admitted"
2364,"C","Female","Rejected"
2365,"E","Female","Rejected"
2366,"B","Male","Admitted"
2367,"F","Male","Rejected"
2368,"D","Male","Rejected"
2369,"F","Female","Rejected"
2370,"C","Male","Admitted"
2371,"A","Female","Admitted"
2372,"C","Female","Rejected"
2373,"D","Male","Rejected"
2374,"F","Female","Rejected"
2375,"A","Male","Admitted"
2376,"A","Male","Admitted"
2377,"D","Male","Admitted"
2378,"C","Female","Admitted"
2379,"A","Male","Admitted"
2380,"A","Male","Admitted"
2381,"C","Female","Rejected"
2382,"F","Male","Rejected"
2383,"A","Male","Rejected"
2384,"E","Female","Rejected"
2385,"C","Female","Rejected"
2386,"D","Female","Rejected"
2387,"C","Male","Rejected"
2388,"B","Female","Rejected"
2389,"D","Female","Admitted"
2390,"F","Female","Rejected"
2391,"E","Male","Rejected"
2392,"E","Male","Admitted"
2393,"F","Male","Rejected"
2394,"C","Female","Rejected"
2395,"D","Female","Rejected"
2396,"C","Female","Rejected"
2397,"B","Male","Admitted"
2398,"D","Male","Rejected"
2399,"C","Male","Rejected"
2400,"B","Male","Admitted"
2401,"C","Female","Admitted"
2402,"D","Male","Rejected"
2403,"E","Female","Admitted"
2404,"E","Female","Rejected"
2405,"D","Female","Rejected"
2406,"E","Female","Admitted"
2407,"B","Male","Admitted"
2408,"B","Male","Rejected"
2409,"A","Male","Rejected"
2410,"D","Male","Rejected"
2411,"F","Male","Rejected"
2412,"E","Male","Rejected"
2413,"C","Male","Admitted"
2414,"F","Female","Rejected"
2415,"B","Male","Admitted"
2416,"C","Male","Rejected"
2417,"F","Male","Rejected"
2418,"B","Male","Admitted"
2419,"E","Female","Rejected"
2420,"E","Male","Admitted"
2421,"E","Female","Rejected"
2422,"B","Male","Admitted"
2423,"A","Male","Rejected"
2424,"A","Male","Rejected"
2425,"F","Female","Rejected"
2426,"C","Male","Rejected"
2427,"F","Female","Rejected"
2428,"C","Male","Admitted"
2429,"F","Male","Rejected"
2430,"D","Male","Admitted"
2431,"E","Male","Admitted"
2432,"A","Male","Admitted"
2433,"D","Female","Rejected"
2434,"E","Female","Rejected"
2435,"E","Female","Rejected"
2436,"C","Female","Rejected"
2437,"B","Male","Rejected"
2438,"A","Male","Admitted"
2439,"A","Male","Admitted"
2440,"F","Female","Rejected"
2441,"B","Male","Admitted"
2442,"D","Female","Rejected"
2443,"C","Female","Admitted"
2444,"A","Male","Admitted"
2445,"E","Female","Rejected"
2446,"D","Male","Admitted"
2447,"C","Female","Rejected"
2448,"C","Male","Admitted"
2449,"A","Male","Rejected"
2450,"D","Male","Admitted"
2451,"C","Female","Rejected"
2452,"B","Male","Admitted"
2453,"D","Female","Rejected"
2454,"D","Female","Rejected"
2455,"C","Female","Rejected"
2456,"C","Male","Admitted"
2457,"A","Male","Admitted"
2458,"F","Female","Rejected"
2459,"C","Female","Rejected"
2460,"F","Female","Admitted"
2461,"E","Female","Rejected"
2462,"D","Male","Rejected"
2463,"A","Male","Admitted"
2464,"D","Female","Admitted"
2465,"B","Male","Admitted"
2466,"B","Male","Admitted"
2467,"A","Female","Admitted"
2468,"B","Male","Rejected"
2469,"C","Female","Rejected"
2470,"F","Male","Rejected"
2471,"B","Male","Admitted"
2472,"B","Male","Admitted"
2473,"E","Male","Admitted"
2474,"F","Female","Rejected"
2475,"B","Male","Admitted"
2476,"A","Male","Rejected"
2477,"A","Male","Rejected"
2478,"E","Female","Rejected"
2479,"A","Male","Admitted"
2480,"A","Male","Admitted"
2481,"E","Female","Rejected"
2482,"D","Male","Rejected"
2483,"B","Male","Admitted"
2484,"D","Male","Rejected"
2485,"C","Male","Rejected"
2486,"F","Female","Rejected"
2487,"C","Female","Rejected"
2488,"F","Male","Rejected"
2489,"F","Male","Rejected"
2490,"A","Male","Admitted"
2491,"D","Male","Admitted"
2492,"D","Female","Rejected"
2493,"D","Male","Rejected"
2494,"F","Female","Rejected"
2495,"C","Male","Rejected"
2496,"B","Male","Rejected"
2497,"B","Male","Admitted"
2498,"C","Female","Rejected"
2499,"C","Male","Admitted"
2500,"C","Female","Rejected"
2501,"C","Male","Admitted"
2502,"F","Male","Rejected"
2503,"E","Male","Rejected"
2504,"E","Female","Rejected"
2505,"E","Female","Rejected"
2506,"E","Male","Admitted"
2507,"B","Male","Admitted"
2508,"C","Male","Rejected"
2509,"E","Female","Rejected"
2510,"D","Male","Admitted"
2511,"A","Female","Admitted"
2512,"F","Female","Rejected"
2513,"B","Male","Rejected"
2514,"B","Male","Admitted"
2515,"E","Female","Rejected"
2516,"C","Female","Admitted"
2517,"C","Female","Rejected"
2518,"E","Female","Rejected"
2519,"C","Male","Rejected"
2520,"A","Male","Rejected"
2521,"F","Male","Rejected"
2522,"D","Male","Rejected"
2523,"D","Male","Rejected"
2524,"C","Male","Admitted"
2525,"E","Male","Rejected"
2526,"E","Female","Rejected"
2527,"F","Female","Rejected"
2528,"A","Male","Admitted"
2529,"F","Male","Rejected"
2530,"B","Male","Rejected"
2531,"F","Male","Rejected"
2532,"C","Female","Rejected"
2533,"E","Female","Rejected"
2534,"C","Female","Rejected"
2535,"A","Female","Admitted"
2536,"B","Male","Rejected"
2537,"C","Female","Admitted"
2538,"C","Male","Rejected"
2539,"B","Female","Rejected"
2540,"A","Female","Rejected"
2541,"B","Male","Rejected"
2542,"F","Female","Rejected"
2543,"D","Male","Admitted"
2544,"D","Female","Rejected"
2545,"D","Male","Admitted"
2546,"F","Female","Rejected"
2547,"E","Female","Admitted"
2548,"C","Female","Rejected"
2549,"C","Female","Rejected"
2550,"A","Male","Rejected"
2551,"A","Male","Rejected"
2552,"F","Female","Admitted"
2553,"A","Male","Rejected"
2554,"C","Male","Rejected"
2555,"F","Male","Rejected"
2556,"D","Male","Rejected"
2557,"A","Male","Rejected"
2558,"A","Male","Admitted"
2559,"B","Male","Admitted"
2560,"F","Male","Rejected"
2561,"C","Female","Rejected"
2562,"F","Female","Rejected"
2563,"C","Male","Admitted"
2564,"C","Female","Rejected"
2565,"A","Male","Rejected"
2566,"D","Male","Rejected"
2567,"F","Male","Rejected"
2568,"B","Male","Rejected"
2569,"D","Female","Rejected"
2570,"C","Male","Admitted"
2571,"D","Female","Rejected"
2572,"E","Female","Admitted"
2573,"C","Male","Admitted"
2574,"C","Male","Admitted"
2575,"F","Male","Rejected"
2576,"C","Female","Rejected"
2577,"B","Male","Rejected"
2578,"E","Female","Rejected"
2579,"F","Female","Rejected"
2580,"A","Male","Admitted"
2581,"B","Male","Admitted"
2582,"C","Female","Rejected"
2583,"F","Male","Rejected"
2584,"C","Female","Rejected"
2585,"D","Male","Rejected"
2586,"E","Male","Rejected"
2587,"A","Male","Rejected"
2588,"D","Male","Rejected"
2589,"E","Female","Rejected"
2590,"A","Male","Rejected"
2591,"A","Male","Rejected"
2592,"A","Male","Admitted"
2593,"B","Male","Rejected"
2594,"D","Male","Admitted"
2595,"A","Female","Rejected"
2596,"C","Male","Admitted"
2597,"A","Male","Rejected"
2598,"C","Female","Admitted"
2599,"B","Male","Admitted"
2600,"C","Female","Admitted"
2601,"D","Male","Rejected"
2602,"C","Female","Rejected"
2603,"A","Male","Rejected"
2604,"D","Female","Admitted"
2605,"E","Male","Admitted"
2606,"B","Male","Admitted"
2607,"C","Male","Rejected"
2608,"A","Female","Rejected"
2609,"B","Male","Admitted"
2610,"F","Female","Rejected"
2611,"B","Male","Admitted"
2612,"D","Female","Rejected"
2613,"C","Female","Admitted"
2614,"F","Female","Rejected"
2615,"C","Male","Rejected"
2616,"C","Female","Rejected"
2617,"C","Female","Admitted"
2618,"C","Female","Rejected"
2619,"C","Male","Rejected"
2620,"A","Male","Admitted"
2621,"B","Male","Rejected"
2622,"D","Male","Rejected"
2623,"C","Male","Rejected"
2624,"F","Female","Rejected"
2625,"E","Female","Rejected"
2626,"E","Female","Rejected"
2627,"A","Male","Admitted"
2628,"C","Female","Rejected"
2629,"A","Male","Admitted"
2630,"E","Female","Rejected"
2631,"E","Male","Rejected"
2632,"A","Male","Admitted"
2633,"E","Female","Rejected"
2634,"C","Female","Rejected"
2635,"F","Male","Admitted"
2636,"E","Female","Rejected"
2637,"D","Male","Rejected"
2638,"A","Male","Admitted"
2639,"E","Female","Rejected"
2640,"B","Male","Admitted"
2641,"B","Male","Admitted"
2642,"A","Male","Admitted"
2643,"B","Male","Rejected"
2644,"A","Female","Admitted"
2645,"A","Male","Admitted"
2646,"B","Male","Admitted"
2647,"A","Female","Admitted"
2648,"B","Male","Admitted"
2649,"A","Male","Admitted"
2650,"C","Female","Admitted"
2651,"D","Female","Admitted"
2652,"F","Female","Rejected"
2653,"D","Female","Rejected"
2654,"F","Male","Rejected"
2655,"D","Female","Rejected"
2656,"C","Female","Rejected"
2657,"A","Male","Rejected"
2658,"C","Male","Rejected"
2659,"A","Male","Rejected"
2660,"D","Female","Rejected"
2661,"D","Female","Rejected"
2662,"A","Male","Rejected"
2663,"F","Male","Rejected"
2664,"E","Female","Admitted"
2665,"C","Female","Rejected"
2666,"E","Female","Admitted"
2667,"B","Male","Rejected"
2668,"C","Female","Rejected"
2669,"A","Male","Admitted"
2670,"C","Female","Admitted"
2671,"B","Female","Admitted"
2672,"B","Male","Admitted"
2673,"E","Female","Rejected"
2674,"E","Female","Rejected"
2675,"B","Male","Admitted"
2676,"F","Male","Rejected"
2677,"D","Female","Rejected"
2678,"B","Male","Rejected"
2679,"A","Male","Admitted"
2680,"C","Male","Rejected"
2681,"A","Male","Rejected"
2682,"D","Male","Rejected"
2683,"F","Male","Rejected"
2684,"E","Female","Rejected"
2685,"D","Female","Rejected"
2686,"C","Female","Rejected"
2687,"F","Male","Rejected"
2688,"A","Male","Rejected"
2689,"D","Male","Rejected"
2690,"A","Male","Admitted"
2691,"A","Female","Admitted"
2692,"D","Female","Rejected"
2693,"E","Female","Rejected"
2694,"C","Male","Admitted"
2695,"D","Male","Admitted"
2696,"A","Male","Admitted"
2697,"C","Male","Admitted"
2698,"E","Female","Rejected"
2699,"B","Male","Admitted"
2700,"E","Female","Rejected"
2701,"F","Female","Rejected"
2702,"B","Male","Admitted"
2703,"C","Male","Rejected"
2704,"A","Female","Admitted"
2705,"B","Male","Rejected"
2706,"D","Female","Rejected"
2707,"D","Female","Rejected"
2708,"D","Female","Rejected"
2709,"B","Male","Admitted"
2710,"D","Female","Rejected"
2711,"A","Male","Admitted"
2712,"A","Male","Rejected"
2713,"E","Female","Rejected"
2714,"D","Male","Admitted"
2715,"B","Male","Admitted"
2716,"C","Female","Rejected"
2717,"B","Male","Admitted"
2718,"F","Male","Rejected"
2719,"A","Male","Admitted"
2720,"A","Male","Admitted"
2721,"A","Male","Admitted"
2722,"B","Male","Admitted"
2723,"D","Female","Rejected"
2724,"D","Male","Admitted"
2725,"B","Male","Rejected"
2726,"A","Male","Admitted"
2727,"F","Male","Rejected"
2728,"E","Male","Rejected"
2729,"C","Male","Rejected"
2730,"F","Male","Admitted"
2731,"A","Female","Admitted"
2732,"F","Male","Rejected"
2733,"E","Male","Rejected"
2734,"A","Male","Rejected"
2735,"E","Female","Rejected"
2736,"F","Male","Rejected"
2737,"A","Male","Rejected"
2738,"F","Female","Rejected"
2739,"B","Male","Rejected"
2740,"C","Female","Rejected"
2741,"C","Female","Rejected"
2742,"F","Male","Rejected"
2743,"E","Female","Rejected"
2744,"B","Male","Admitted"
2745,"C","Female","Rejected"
2746,"F","Male","Rejected"
2747,"A","Male","Admitted"
2748,"D","Female","Rejected"
2749,"D","Female","Rejected"
2750,"E","Male","Admitted"
2751,"C","Male","Rejected"
2752,"A","Male","Rejected"
2753,"C","Female","Rejected"
2754,"B","Male","Rejected"
2755,"C","Female","Rejected"
2756,"F","Male","Rejected"
2757,"F","Female","Rejected"
2758,"A","Male","Rejected"
2759,"C","Male","Rejected"
2760,"F","Male","Rejected"
2761,"F","Male","Rejected"
2762,"C","Male","Rejected"
2763,"F","Male","Rejected"
2764,"D","Male","Rejected"
2765,"A","Male","Rejected"
2766,"C","Female","Admitted"
2767,"D","Female","Admitted"
2768,"F","Female","Rejected"
2769,"E","Female","Admitted"
2770,"C","Female","Rejected"
2771,"A","Male","Admitted"
2772,"F","Female","Rejected"
2773,"D","Female","Rejected"
2774,"D","Female","Admitted"
2775,"A","Male","Rejected"
2776,"C","Female","Rejected"
2777,"F","Male","Rejected"
2778,"E","Female","Rejected"
2779,"E","Male","Rejected"
2780,"A","Female","Admitted"
2781,"D","Male","Rejected"
2782,"D","Female","Rejected"
2783,"C","Male","Rejected"
2784,"C","Female","Rejected"
2785,"F","Female","Rejected"
2786,"F","Male","Rejected"
2787,"D","Male","Admitted"
2788,"D","Male","Rejected"
2789,"D","Female","Admitted"
2790,"E","Male","Admitted"
2791,"A","Male","Rejected"
2792,"D","Male","Rejected"
2793,"D","Male","Rejected"
2794,"F","Male","Rejected"
2795,"D","Female","Rejected"
2796,"A","Male","Admitted"
2797,"D","Female","Rejected"
2798,"C","Female","Admitted"
2799,"C","Male","Rejected"
2800,"A","Male","Admitted"
2801,"A","Male","Admitted"
2802,"A","Male","Admitted"
2803,"A","Male","Admitted"
2804,"F","Male","Admitted"
2805,"C","Female","Rejected"
2806,"F","Male","Admitted"
2807,"B","Male","Admitted"
2808,"C","Male","Rejected"
2809,"C","Female","Rejected"
2810,"C","Female","Rejected"
2811,"D","Female","Admitted"
2812,"D","Female","Admitted"
2813,"B","Male","Admitted"
2814,"B","Male","Rejected"
2815,"B","Male","Admitted"
2816,"D","Male","Rejected"
2817,"F","Female","Rejected"
2818,"C","Male","Rejected"
2819,"E","Female","Rejected"
2820,"C","Female","Admitted"
2821,"A","Male","Admitted"
2822,"E","Female","Rejected"
2823,"F","Male","Rejected"
2824,"A","Male","Admitted"
2825,"A","Male","Rejected"
2826,"D","Male","Rejected"
2827,"C","Male","Admitted"
2828,"A","Male","Admitted"
2829,"C","Male","Rejected"
2830,"B","Male","Admitted"
2831,"D","Female","Rejected"
2832,"F","Female","Rejected"
2833,"F","Female","Rejected"
2834,"C","Female","Rejected"
2835,"B","Male","Admitted"
2836,"C","Female","Rejected"
2837,"F","Female","Rejected"
2838,"F","Male","Rejected"
2839,"C","Male","Rejected"
2840,"A","Male","Rejected"
2841,"B","Male","Rejected"
2842,"B","Male","Admitted"
2843,"A","Male","Admitted"
2844,"D","Female","Rejected"
2845,"F","Female","Rejected"
2846,"C","Male","Rejected"
2847,"F","Male","Rejected"
2848,"A","Male","Admitted"
2849,"E","Female","Rejected"
2850,"E","Male","Admitted"
2851,"A","Male","Rejected"
2852,"C","Male","Rejected"
2853,"D","Male","Rejected"
2854,"A","Female","Admitted"
2855,"C","Male","Rejected"
2856,"A","Male","Admitted"
2857,"F","Male","Admitted"
2858,"A","Female","Admitted"
2859,"D","Female","Admitted"
2860,"E","Female","Rejected"
2861,"C","Male","Admitted"
